Date;Heat_Load;Cooling_Load;T_Outdoor;Hum_Outdoor;Solar_Irradiance;Wind_Speed
11/01/2023 14:00;47.38103432;6;11.85453404;68.23640194;266.1391148;19.14089033
11/01/2023 15:00;36.04573556;6;12.04952405;63.12827622;212.3621595;19.00237681
11/01/2023 16:00;47.06853587;6;11.61840613;62.6623822;59.30292395;15.6315297
11/01/2023 17:00;46.10912372;6;11.145099;63.85826949;11.0096581;14.43820178
11/01/2023 18:00;40.93403522;6;10.78042438;66.29329978;-1.975838889;12.70834806
11/01/2023 19:00;39.48236229;5.703892778;10.52758591;69.25123217;-3.485436481;24.9583965
11/01/2023 20:00;41.12358197;5.047222777;10.4580133;70.85933871;-3.489708918;24.19903345
11/01/2023 21:00;41.14228879;5;10.27477986;72.68044265;-3.351090039;12.82738752
11/01/2023 22:00;38.55100953;4.994445137;10.05355079;73.97804539;-3.412030575;14.06012404
11/01/2023 23:00;37.65685101;4.565002221;9.706380847;75.4367;-3.296006712;13.74928568
12/01/2023 00:00;37.3004588;4;9.668488421;76.92648781;-2.874674697;12.72215873
12/01/2023 01:00;36.89050286;4.019445555;9.803297659;77.92940524;-3.071912303;13.02480872
12/01/2023 02:00;36.8883467;4;9.935003738;79.31913253;-3.453139685;14.15797641
12/01/2023 03:00;37.30514546;4.094458007;10.032122;78.74429383;-3.402984007;11.88186405
12/01/2023 04:00;36.50240618;4.00831991;10.23575733;78.34585735;-3.276137051;13.30508879
12/01/2023 05:00;38.34592862;4.074999029;10.3457253;78.12814702;-3.158179292;15.06363153
12/01/2023 06:00;40.05806645;4;10.44763886;78.22203002;-3.407914618;13.56335077
12/01/2023 07:00;51.05297266;4;10.71891276;78.17328764;-3.406786399;14.38797923
12/01/2023 08:00;49.83267832;4.011111111;10.89252187;78.86225329;-3.334595189;14.88061727
12/01/2023 09:00;51.0004997;4.593332221;10.98931386;79.14071497;-0.865176221;15.06588021
12/01/2023 10:00;53.59833839;5;11.22150492;78.80847341;15.30336468;13.7744263
12/01/2023 11:00;55.73255208;5;11.26107414;80.86107158;36.3575282;13.66110101
12/01/2023 12:00;52.59595999;5.697774989;11.60056458;81.74293983;90.54255197;12.60469584
12/01/2023 13:00;45.53867699;6.176112781;11.8665966;79.83897672;91.65581206;14.14218484
12/01/2023 14:00;48.77557227;6;12.2857714;76.95363344;119.1185927;15.05336081
12/01/2023 15:00;49.13864139;6.72944347;12.16551046;77.01914434;67.16791211;15.75880395
12/01/2023 16:00;43.58882773;6.518891392;12.07921977;78.04721752;50.13087532;14.52440963
12/01/2023 17:00;40.35101799;5;12.08958813;77.46084327;12.73641642;17.72371885
12/01/2023 18:00;41.72574325;4.933334997;11.84921325;78.36680776;-2.133184657;14.39827031
12/01/2023 19:00;39.64764072;5;11.73988656;80.285264;-3.238618218;14.07764553
12/01/2023 20:00;37.81472096;5;11.74002045;80.98547383;-2.738709179;15.38719996
12/01/2023 21:00;38.7996102;4.997221389;11.84937298;79.55899705;-3.19716003;14.35803081
12/01/2023 22:00;37.71405187;4.866665965;11.83385774;78.60449818;-3.113132944;14.93756295
12/01/2023 23:00;36.9952861;4.844445837;11.96239668;79.68472035;-2.815844364;13.60917428
13/01/2023 00:00;35.96695388;4.991666111;11.67137204;84.34939676;-2.861894715;13.62853168
